Dexbonus,"<a href=""https://www.youtube.com/watch?v=qpOIasIBtxQ&amp;t=3m56s"">3:56</a> skip pre-show<br><a href=""https://www.youtube.com/watch?v=qpOIasIBtxQ&amp;t=10m14s"">10:14</a> PlayerUnknown&#39;s Battlegrounds<br><a href=""https://www.youtube.com/watch?v=qpOIasIBtxQ&amp;t=1h57m30s"">1:57:30</a> skip break 1<br><a href=""https://www.youtube.com/watch?v=qpOIasIBtxQ&amp;t=3h43m36s"">3:43:36</a> skip break 2<br><a href=""https://www.youtube.com/watch?v=qpOIasIBtxQ&amp;t=4h20m34s"">4:20:34</a> skip break 3<br><a href=""https://www.youtube.com/watch?v=qpOIasIBtxQ&amp;t=4h55m58s"">4:55:58</a> new sub shout-outs"
Dexbonus,"At one point I got really pissed at Dodger, &#39;cause she found such good weapons and more than she could use, and didn&#39;t say anything! Your teammates could&#39;ve needed them!"
Dexbonus,this is pretty fun watching you play this
Dexbonus,"<a href=""http://www.youtube.com/watch?v=qpOIasIBtxQ&amp;t=2h45m55s"">2:45:55</a> fuckin&#39; Crendor lmfao"
Dexbonus,"<a href=""https://www.youtube.com/watch?v=qpOIasIBtxQ&amp;t=3h48m00s"">3:48:00</a> laughed so hard cuz it&#39;s so relatable ;u;"
Dexbonus,"Dooger kicking butt as she progressively gets better and better, pretty quickly. :D"
Dexbonus,"i havent watched any of these videos, i just enjoy seeing her uploading the lyrics. we&#39;re almost at the gooood part, yall!"
Dexbonus,This game gives off huge maze runner vibes for some reason
Dexbonus,"It&#39;s so painful hearing everyone talking about not finding weapons when Dodger finds a ton of extra assault rifles and don&#39;t say anything. <br><br>&quot;Dodger, have you looted this house?&quot;<br>&quot;Yea.&quot;"
Dexbonus,It&#39;s cool to watch. I&#39;m way too old to play this...I&#39;d get started and some tween would smoke me. 😐
Dexbonus,Holy crap that keyboard must be in pain right now
Dexbonus,"It starts at: <a href=""https://www.youtube.com/watch?v=qpOIasIBtxQ&amp;t=3m55s"">3:55</a>"
Dexbonus,"Is this Force Gaming? :O <br>I totally watch this guy, didn&#39;t know the Doogs knew him siiiick"
Dexbonus,Dodger&#39;s character: &quot;MUUULTIIIPAAASSS!&quot;
Dexbonus,"<a href=""http://www.youtube.com/watch?v=qpOIasIBtxQ&amp;t=2h25m30s"">2:25:30</a> Did he just call Dodger Audrey?! plz explain to small minded me T°T"
Dexbonus,Is Dodger&#39;s character Ms.Frizzle?
Dexbonus,"Dodger, more like DEADger... amirite???"
Dexbonus,Why does she have to cover up the mini-map with her facecam?
Dexbonus,"i am sorry but i am confused , can you help me please ?  <br>From moment Dooooger started uploading whole streams on this channel i cant seem to fined new coffee times.<br>i did quite enjoy it in background while playing terraria for example.<br>i miss it :C."
Dexbonus,whats the song at the begining
Dexbonus,"<a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=00h08m03s"">00:08:03</a> she’s on screen<br><a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=00h31m48s"">00:31:48</a> the little one appears<br><a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=00h32m43s"">00:32:43</a> the little one is gone<br><a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=00h45m42s"">00:45:42</a> she’s back on screen. BLM!!!✊🏻✊🏼✊🏽✊🏾✊🏿<br><a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=01h08m08s"">01:08:08</a> her voice is back<br><a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=02h05m43s"">02:05:43</a> she’s back on screen<br><a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=02h09m20s"">02:09:20</a> the game starts<br><a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=03h55m37s"">03:55:37</a> she’s back on screen<br><a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=04h02m58s"">04:02:58</a> the game is back on<br><a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=05h00m34s"">05:00:34</a> she’s done with the game for this video<br><a href=""https://www.youtube.com/watch?v=mJVMVSCC_0I&amp;t=05h04m45s"">05:04:45</a> she’s done"
Dexbonus,Thank you for putting these on YT.  I&#39;m almost never able to catch a stream.  Appreciate you!
Dexbonus,The clarkey Max story is too cute
Dexbonus,its all fun and games tis Clarkie screams grumpy and Dooger have to BRB stream
Dexbonus,Excite to see more of Gato Roboto! Still got the ventilation system to clear.
Dexbonus,"I&#39;m not going to lie.  I find myself singing &quot;Domo arigato, Gato Roboto&quot; every time you mention the title."
Dexbonus,Dodger thanks for the awesome gameplay
Dexbonus,Sup girl
Dexbonus,"Dark Souls? <b>shrugs</b><br>Watching Dodger take off make up? Weirdly entertaining.<br><br>Not that I&#39;m going to stop watching, but today is a day that I questioning why I watch coffee time.  DON&#39;T EVER CHANGE COFFEE TIME!!!!!!!!!!!!!!!!"
Dexbonus,"It makes me so so so happy to know you&#39;re happy, Dodger!"
Dexbonus,I&#39;m sure at least in part your sadness the other day could be due to TB. Can only imagine how hard it must be to see a close friend go through that. Wishing him and his family all the best.
Dexbonus,Dodger is the only woman who can get me to watch her removing makeup. And she looks equally pretty afterwards. It must be witchcraft.
Dexbonus,"&quot;Glitter, the herpes of makeup and craft supplies.&quot; -Dodger, 5-3-2014"
Dexbonus,&quot;Herpes of makeup and craft supplies&quot; might be an early frontrunner for &quot;funniest coffee time line of May.&quot;
Dexbonus,"It&#39;s okay if you mistake a shoe for a creature, Dodger. I once mistook a blue pickup truck for a grey heron."
Dexbonus,"Even when you clean your face, it still gets glitchy. :p"
Dexbonus,Dodger put on her serious face at the end.
Dexbonus,"It&#39;s always amazing to see when some people like Dodger take off their makeup, they end up being more beautiful than before. Makes me wonder why they use it. Definitely not to cover up their ugliness, like most of us people."
Dexbonus,After watching Friend Zone today I hope someone does some fan art of a chicken from and alternative universe in a Chad Kigurumi.
Dexbonus,use vaseline! it takes makeup off super fast and leaves your skin feeling smooth (:
Dexbonus,I wish my normal state of mind was &quot;generally happy&quot; :( Guess Dodger&#39;s just cool like that.
Dexbonus,So apparently Dodger&#39;s viewers that don&#39;t use make up wipes also speak Simlish.
Dexbonus,"Hi Dodger, i allways miss your streams, why don&#39;t you make an &quot;Hi there, i&#39;m streaming&quot; video when you are up for some? <br>PS: love your videos, they allways make my day"
Dexbonus,this is borderline an asmr video 
Dexbonus,&#39;I thought there was a creature in my room&#39; <br>Sly fox hound get out of dodgers room! Ba dum tsssh
Dexbonus,"I use the micro-delivery exfoliating wash or any other good face cleansers, but those wipes aren&#39;t really good for your skin! "
Dexbonus,"Actually, those are for oily/combo skin, the blue ones are for normal skin"
Dexbonus,Is there any chance you could stream at a time that it better for the brits? I know you might be busy with life but checking the past broadcasts and seeing that last night&#39;s stream started at 4-5am is a bit daunting ^^;
Dexbonus,"I was so sad that I couldn&#39;t watch the full stream live, I just got too tired and it was nearly 2 am in NY, eh, at least I can still watch it on Twitch."
Dexbonus,Given one of the well known properties of coffee... maybe not the best title?
Dexbonus,"What does the oil smell like, Dodger? I neeeeeed to know."
Dexbonus,"More Dark Souls to watch, YAY!!! Oh gosh, I&#39;m never going to get my homework done.    :P"
Dexbonus,"<a href=""http://www.youtube.com/watch?v=O88mm4QBKkE&amp;t=8m08s"">8:08</a> Dodger briefly became a squirrel "
Dexbonus,How do women not go crazy when they have to put makeup on every day which also takes forever. Brushing my hair is almost too much for me..
Dexbonus,The sound is a bit bad compared to normal quality.
Dexbonus,Sealab 2021!!!!!!!!!!!!!!!!!!!!!!! Oh the memories... the salty salty memories.
Dexbonus,In Britain they call flash lights a torch. What do they call a torch?
Dexbonus,Anyone else getting some audio crackliness in the last half of this video?
Dexbonus,&quot;Somebody did a double dip in my coconut oil&quot; (☉_☉)
Dexbonus,Do yourself a favour and get yourself an oil free moisturiser because it won&#39;t give you zits but it&#39;ll put the moisture back in your face so you can afford using the deep clean wipes without RUINING your skin. Just saying from experience
Dexbonus,i sooo wannna be a producer now id just whisper murderous things and say i didn&#39;t say anything to make them think they are insane 
Dexbonus,"Sea Lab, underneath the water.  Sea lab, at the bottom of the sea."
Dexbonus,Stream was fun. ^_^
Dexbonus,"You were throwing that cute little fox around before recording, werent you. You&#39;ve become a monster, what did he ever do to you."
Dexbonus,Poor audio :(
Dexbonus,Can I recommend a different video encoder while recording coffee time. 
Dexbonus,The one thumbs down is from Vinny.......  :)
Dexbonus," If you rub your eyes that hard when taking off makeup, you are going to end up with major eye wrinkles/bags in 10/15 years. Be more gentle Dooger."
Dexbonus,my friend uses olive oil to remove makeup.
Youtuber,Comments
GamingWithJen,Minecraft Fails should be a new series that would be amazing XD
GamingWithJen,"Nice to see the failures every now and then, but was still just as entertaining!  Thank you for posting this little embarrassment! ♥"
GamingWithJen,I think these two people are the only ones that keep Minecraft alive..<br><br><br><br><br><br>Keep up the good work =3
GamingWithJen,i would love to see more bloopers in more mod showcases. Maybe post more?
GamingWithJen,Haha yes! You guys should totally do this more! Upload fails/blooper videos on Jens channel!! Be totally awesome!
GamingWithJen,Hi Jen I absolutely love your personality. Your one of my favorite youtubers thank you Jen. 😀
GamingWithJen,"Now what&#39;s funny is that the video ended and I thought &quot;Where&#39;s the rest of the fails?&quot; but then I remember &quot;oh yea, they stopped the custom command showcase and had to start over&quot; XD"
GamingWithJen,This was so funny! Y&#39;all could make this a series if you save your fails and some off screen moments! That should be pretty easy to do!
GamingWithJen,"Pat and Jen, thank you for all the good laughs in this video!"
GamingWithJen,you guys really need to make this a series
GamingWithJen,&quot;This is the most amazing video ever created.&quot;<br><br><br>~Jen
GamingWithJen,i think a fail montage would be better.. like just compile them..<br><br>also I&#39;ve been dying to see Jen&#39;s POV when you are playing.. especially on challenge games so we can all see what she gets when she opens lucky blocks.. same video just her POV..
