Sqaishey Quack,"Hi Sqaishey! &lt;3 Im holly the friends of Willow that teamed with you in hunger games where you got the diamond sword. &lt;3 Please dont forget to tell Stamps i said hi, and shame on him for stealing your slice of cake! But i bet sign flavor tasted yummy too! Love you, Sqaishey! -Holly &lt;3",2014-07-22T23:53:57Z
Sqaishey Quack,Loves it!!,2014-07-22T13:58:09Z
Sqaishey Quack,the song was like butterflys flying every were:),2014-12-03T15:52:42Z
Sqaishey Quack,A cat and bird<br>Are best buds<br>Their fun never ends<br>Stampy and Squaishey<br>Are funny and happy <br>Their friendship never ends.  <br><br><br>              🐱➕🐤,2014-07-24T07:13:00Z
Sqaishey Quack,i love ur videos they r so funny oh i was wondering if u have a pet chicken named nugget after the sky war thing?:),2015-07-02T20:21:34Z
Sqaishey Quack,more of this😄 please,2016-01-06T14:14:38Z
Sqaishey Quack,I want to play that game so bad:),2015-03-21T15:52:20Z
Sqaishey Quack,You and Stampy would be so cute together! ^-^ Great video by the way! c:,2014-07-22T20:51:12Z
Sqaishey Quack,I love server surfing!!,2015-09-14T01:39:15Z
Sqaishey Quack,I love that song! 😂,2017-10-09T16:37:14Z
Sqaishey Quack,She is a really good singer :),2015-01-24T00:53:20Z
Sqaishey Quack,loves it! :),2014-07-22T16:22:42Z
Sqaishey Quack,wow squaishy you&#39;re good at singing.LOL,2014-12-27T17:58:37Z
Sqaishey Quack,Good Job Squaishey!!!!,2014-09-16T23:27:16Z
Sqaishey Quack,hehe love your vids :D can u do a vlog one day?? x,2014-07-22T14:58:43Z
Sqaishey Quack,Sqaishey: i am a melon with a sword melon with a sword melon melon melon melon melon with a sword<br><br> Me: sqaisheys songs are really catchy,2014-07-28T01:13:32Z
Sqaishey Quack,I wish I could sing like that,2015-01-18T18:45:04Z
Sqaishey Quack,"That was funny when Stampy walked past you,I did that to my mom.",2015-07-14T19:41:41Z
Sqaishey Quack,Sqaishey your an amazing hider I could never a place to hide!...:D,2014-07-24T01:13:19Z
Sqaishey Quack,The song sounded like a real song (like one made by famous singers),2016-04-21T13:32:19Z
Sqaishey Quack,the young hens that spawn in can be like the retirement home staff that help out the elders,2023-06-02T23:15:53Z
Sqaishey Quack,Great vid sqaish!!!! Love this game and the series. Have an amazing day love you bye bye,2023-06-02T18:18:25Z
Sqaishey Quack,"Name idea!!! Old sea home, or EHR facility (elder hen retirement)",2023-06-02T19:22:25Z
Sqaishey Quack,Name it the ERE (Elder Retirement Expansion),2023-06-03T15:31:50Z
Sqaishey Quack,this video got me laughing at &quot;chicken retirement Centre&quot;,2023-06-03T22:51:04Z
Sqaishey Quack,I always get so exited when I see that Sqaishey posted a Slime Rancher video,2023-06-03T01:21:15Z
Sqaishey Quack,Your style is really cool. Love your earrings.,2023-06-02T22:07:00Z
Sqaishey Quack,Brilliant video once again squaishey is AMAZING,2023-06-02T18:15:49Z
Sqaishey Quack,"<a href=""https://www.youtube.com/watch?v=Et5ZH1Arc8o&amp;t=12m10s"">12:10</a> you could put the smiley rock on that!!",2023-06-17T03:35:14Z
Sqaishey Quack,I love this idea 😭,2023-06-03T03:49:03Z
Sqaishey Quack,Happy pride month everyone!,2023-06-03T15:05:38Z
Sqaishey Quack,happy pride sqaishey,2023-06-03T15:52:11Z
Sqaishey Quack,sea hen senior living,2023-06-05T01:54:46Z
Sqaishey Quack,Sqaoshey THERES A SECRET APARTMENT BEHIND THE WATERFALL iBY WHERE THE CRYSTAL GORDO WAS caps,2023-06-02T19:11:09Z
Sqaishey Quack,Hiiiii ❤❤,2023-06-02T18:16:42Z
Sqaishey Quack,First! Love your vids!!!<br><br><br><br><br><br><br><br><br><br>Can you pin me?,2023-06-02T18:15:33Z
Sqaishey Quack,Hi,2023-06-02T21:15:19Z
Sqaishey Quack,Your being a bit mean to the sea hens ! Your putting them in a colector😤,2023-06-10T18:51:56Z
Sqaishey Quack,"I love that Alyx was in the video. I don&#39;t mind AT ALL about you taking the month off, it&#39;s the right thing to do.",2017-01-05T15:22:34Z
Sqaishey Quack,Can I just point out that Sqaishey is beautiful?! :D,2017-01-05T15:23:02Z
Sqaishey Quack,Happy New Year!! What an adorable puppy :D Don&#39;t worry about taking the month off. You deserve a break!!,2017-01-05T15:45:46Z
Sqaishey Quack,Don&#39;t worry Sqaish we understand!,2017-01-05T15:17:22Z
Sqaishey Quack,"I understand! :D I don&#39;t mind if you take a month off, or even longer! You should go take care and spend some time with your little puppy, and spend some time with your family as well since you have the whole month! :D And Happy New Years! ^-^",2017-01-05T17:34:01Z
Sqaishey Quack,"It&#39;s fine Sqaish, I get how sassy puppies can be and they need a lot of care so take as much time as you need💛🐥",2017-01-05T21:28:17Z
Sqaishey Quack,No problem Sqaishey take as much time for your real life! See you again soon!!,2017-01-05T18:08:19Z
Sqaishey Quack,We definitely understand Sqaishey. Take as long as you need this stuff is important :),2017-01-05T15:35:08Z
Sqaishey Quack,Dont worry Sqaishy! Enjoy the month and try to relax a bit! Love you lots,2017-01-06T01:27:01Z
Sqaishey Quack,"Sqaishey, we are all here for you and support you. Alyx is adorable and all of your pets need love and care. Good luck!",2017-01-05T15:24:49Z
Sqaishey Quack,"Very good, Sqaishey. Walking the talk, and honoring what is important. ☮️💙🐕",2017-01-05T16:50:59Z
Sqaishey Quack,"We comepletely understand, Squaishe. Everyone needs time off sometimes! I don&#39;t mind a bit that you take some time off to care for your personal life! You do you, little duck! Love ya 💛",2017-01-05T21:07:09Z
Sqaishey Quack,"Sqaishey, you do what it takes to spend time with that adorable puppy! Take off all the time you need too. I think everyone will be fine.",2017-01-05T15:18:01Z
Sqaishey Quack,"Dear Sqaishey,<br><br>You go right ahead and take a break! You deserve it!! You&#39;re such a happy and positive image to many young children and teenagers. I hope you get a chance this month to relax and enjoy some free time! <br>By the way, that dog is so adorable! I would say it&#39;s cuter than mine, but hey, nothing seems cuter than your own dog, right? ;) I wish you nothing but joy, peace, and content in life...<br><br>Sincerely, <br>A Random Subscriber",2017-01-06T07:04:23Z
Sqaishey Quack,you deserve a time off after all you have done for us😊,2017-01-05T15:59:43Z
Sqaishey Quack,Excellent plan 😊 Enjoy your puppy cuddles on your long overdue &amp; well deserved break 🐶💙,2017-01-05T15:36:56Z
Sqaishey Quack,"Yes. Taking a break is A-Okay! :) You need it, you work so hard to make every one of your fans happy. And we all appreciate and support you no matter what. 💛 And taking care of a tiny little puppy is hard work. We all understand, no worries!  I hope you have a lovely break. xo",2017-01-05T17:49:05Z
Sqaishey Quack,It&#39;s always great when you realize taking time for you is the right thing to do!  You&#39;re fans will understand!  GG,2017-01-05T16:45:58Z
Sqaishey Quack,I wish Alyx was mine.... a girl can dream.,2017-01-05T21:25:38Z
Sqaishey Quack,We completely understand sqaishey! Love you lots xx Good luck with the training of your pup ❤❤,2017-01-05T16:38:43Z
Sqaishey Quack,"Good luck with the puppy, Sqaishey! :) Have a nice break, too!",2017-01-05T16:30:25Z
Sqaishey Quack,you have done so so so much for all of us.. you deserve a month off ya know Take as long as you want! time we give you something back in return of the favor 💖🐣💛,2017-01-05T21:06:31Z
Sqaishey Quack,"of course we understand, take the time you need and we will be waiting no matter how long it takes. we love you. Alyx and you shall spend time together and train her and all that you need to do. also take care of Ori and Cortana and just take your time &lt;3",2017-01-05T15:30:43Z
Sqaishey Quack,"GUYS ITS OFFICIAL<br>WE&#39;VE BEEN REPLACED BY AN ADORABLE PUPPER<br><br>jk, Sqaishey, haha! :D Take as much time as you need, we&#39;ll be here waiting! &lt;3",2017-01-05T18:39:58Z
Sqaishey Quack,It&#39;s always good to take a break and focus on the important things in life. Enjoy your time with your family.,2017-01-05T16:20:24Z
Sqaishey Quack,We understand! :D Puppies can get stubborn and sassy at times and when they don&#39;t get fully trained they don&#39;t learn what is right and wrong so fast ( at least that is what my dog did for a little bit ) A month off is only 4 weeks and with homework and school and stuff it will go by pretty fast,2017-01-05T22:20:18Z
Sqaishey Quack,I am sad that your taking a month off but I&#39;m also really glad because you&#39;ve been working so hard and really truly deserve time off. Take as much time as you need! ❤️,2017-01-06T12:05:29Z
Sqaishey Quack,"I&#39;m glad you are taking time off to look after Alyx, at least with YouTube you don&#39;t have to work all the time, after all this is a well deserved break",2017-01-05T16:56:37Z
Sqaishey Quack,That is fine! Take as long as u need sqaishey we understand! 😃have fun P.S Alyx is sooooo cute she is lovely!,2017-01-05T16:20:00Z
Sqaishey Quack,Aww! Alex is sooo cute!,2017-01-05T19:57:56Z
Sqaishey Quack,"Sure im gonna miss my daily dose of sqaish, but sometimes we all need a break. Youve consistently worked hard all year and even longer! <br><br>ps: Good luck puppy training alyx :)<br><br>pps: Your beautiful<br><br>ppps: Have a nice break :D",2017-01-05T19:28:44Z
Sqaishey Quack,"I totally understand, Squaishey! Take as much time off as you need, you deserve it!",2017-01-06T21:20:34Z
Sqaishey Quack,"Good job, Sqaishey! You&#39;ve done well and deserve to have some time off. :)",2017-01-08T23:26:42Z
Sqaishey Quack,Take all the time you need Sqaishey! &lt;3,2017-01-05T15:33:41Z
Sqaishey Quack,I am happy you got to spend time with your family and add another little adorable puppy to your family. &lt;3 <br>Love ya Sqaishey :3,2017-01-05T19:41:59Z
Sqaishey Quack,Loved the ending XD Alyx is so cute!,2017-01-05T19:33:54Z
Sqaishey Quack,"We understand! :D<br>I have a dog too and I remember how difficult and time consuming it can be to train and care for them :3 <br>Take as much time as you need, we&#39;ll miss you but we understand that it&#39;s what&#39;s best, good luck with Alyx! :D xxx",2017-01-05T15:34:16Z
Sqaishey Quack,You definitely deserve a good break! Completely understandable. Have a good January!!!,2017-01-05T22:47:28Z
Sqaishey Quack,You truly do deserve it <br>Take all the time you need,2017-01-05T19:04:25Z
Sqaishey Quack,"As a dog owner, I understand why. Have fun with Alyx (so cute)!",2017-01-05T15:24:27Z
Sqaishey Quack,"Aw! Alex is really cute! And it&#39;s okay, Sqaish! I&#39;ll miss you, but I understand! If you need your time off, then take it! Enjoy your life! Don&#39;t let us hold you back! &lt;3 :) I can&#39;t wait until you come back! :D",2017-01-05T16:41:02Z
Sqaishey Quack,It&#39;s ok Sqaishey we know that you have to plan stuff and train your puppy and spend time so its not alone,2017-01-05T22:06:28Z
Sqaishey Quack,"We all understand, take time out to relax. rest and get yourself back to 100% We will all be here when you get back",2017-01-05T18:29:41Z
Sqaishey Quack,"It&#39;s okay sqaishey. I&#39;ll keep drawing and stuff anyway, because it&#39;s fun 😂<br>You deserve time with your little pets and also if you have been under the weather for a long time, you need to heal :3<br>Don&#39;t worry 💛",2017-01-05T15:23:59Z
Sqaishey Quack,"Take all the time you need, Sqaishey!",2017-01-05T15:51:26Z
Sqaishey Quack,Take all the time you need! (And omg I didn&#39;t realize how tiny she was until I saw you holding her in this video) ❤,2017-01-05T15:23:34Z
Sqaishey Quack,"Alyx is a very adorable puppy!  And she&#39;s still gonna be when she&#39;s an adult!  (Even though she looks almost full grown already).  I&#39;m glad your taking time off for her, and of course thinking of ideas and planning along the way.  Have fun!!!  =D",2017-01-05T17:30:34Z
Sqaishey Quack,"Don&#39;t worry Sqaish, we understand! Also, Alyx is sooooo adorable!!❤",2017-01-05T15:51:30Z
Sqaishey Quack,Sqaishey don&#39;t say that about yourself! I&#39;m a major book fan (Warrior cats 350-400 page books done in a day) so I know how books can be hard. You read what you want to read. I promise you I won&#39;t EVER judge you for anything you have difficulty about it. It&#39;s okay.  Just be yourself and be happy! &lt;3,2016-07-27T19:55:17Z
Sqaishey Quack,OK who else was just amazed at sqaisheys description of the time travel thing.<br>i was speechless for a few minuets.,2016-07-27T17:51:22Z
Sqaishey Quack,To Sqaishey: Have you ever experienced anything sad that changed your life?,2016-07-27T22:28:25Z
Sqaishey Quack,"Funny story. My dad shares the same birthday as Sqaishey. I remember it&#39;s sqaishey&#39;s birthday on 18th November 2015. Have a normal day acknowledging sqaishey&#39;s birthday. My brother comes home and asks me, &#39;did u remember dad&#39;s birthday?&#39; Oops.",2016-07-27T20:23:06Z
Sqaishey Quack,"Yo Sqaishey, what&#39;s your biggest gaming wish there is right now? By gaming wish, I imply you desire something strongly that cannot be played anywhere or modded through Minecraft. :p",2016-07-27T18:04:34Z
Sqaishey Quack,Yayy! I love this series,2016-07-27T17:31:31Z
Sqaishey Quack,"I love books... especially a book series called geronimo stilton. Is sooo cool! It also have a pretty big letter so is easier to read. It also have loads of pitcure so its not boring. But is kinda childish i think. But Still, you shoud try reading it Sqaishey!",2016-07-28T11:25:00Z
Sqaishey Quack,"Sqaishey, would you rather eat ten full pizzas every week or 20 small pickles every week?",2016-07-28T00:07:19Z
Sqaishey Quack,800 is a great series,2016-07-27T17:40:23Z
Sqaishey Quack,Are you going to continue using your 800 world after 20 episodes?,2016-07-27T21:57:28Z
Sqaishey Quack,"Yeah you got that Republic of Ireland correct, and I love it when you say ireland, it&#39;s cute",2017-04-01T20:58:03Z
Sqaishey Quack,"If you could create one online virtual game, (like Club Penguin) what would it be like? <br><br>What would the name be, what creatures would it have, what type of quests would it have, what places would there be?",2016-07-27T19:37:24Z
Sqaishey Quack,What&#39;s your favourite hostile mob?,2016-07-27T17:46:41Z
Sqaishey Quack,Hey Squaishey. How many animals did you have your entire life?,2016-07-27T17:56:54Z
Sqaishey Quack,How long are you going to be doing this series?,2016-07-27T23:09:23Z
Sqaishey Quack,"@Sqaishey What was your first pet, and which pet do you think is best to get, if it&#39;s your first pet ever😊🤔",2016-07-27T17:53:05Z
Sqaishey Quack,"Sqaishey, what is your favourite natural place/biome/structure in minecraft?",2016-07-28T05:16:20Z
Sqaishey Quack,&quot;On a scale of 1-10 how cute is Ori?&quot;<br>Sqaishey:10<br>Me:11,2016-07-28T08:31:30Z
Sqaishey Quack,what do you think about the uk leaving the eu??? PS: Happy Holidays quack quack!!! ^-^,2016-07-28T10:45:31Z
Sqaishey Quack,Sqaishey please come to Ireland for minevention again!! I really want to meet you!😊,2016-07-28T10:36:42Z
Sqaishey Quack,yay this series is amazing,2016-07-27T17:33:32Z
Sqaishey Quack,"Squishey, when are you gonna upload twins again? It&#39;s been awhile when you uploaded &quot;Steak In A Hole&quot;. I&#39;m missing twins. :(",2016-07-28T15:48:56Z
Sqaishey Quack,"Two of the only differences between me and sqaishey (excluding things like I&#39;m not her, I am not known as sqaishey ect.) are: I don&#39;t have a perfect voice and  to me, reading is life! Anyway, thanks for reading and this wasted a good 20 seconds of your life; that&#39;s what YouTube does!",2016-07-27T18:02:03Z
