,Youtuber,Comments,Word Count,Char Length,Polarity Scores,Emotion
7381,Niki Nihachu,would love see tubbo guest,5,26,"{'roberta_neg': 0.005089348, 'roberta_neu': 0.11930743, 'roberta_pos': 0.8756032}",2
7382,Niki Nihachu,love met dating show fighting wilbur niki ended stealing minx snd wilburs hearts,13,80,"{'roberta_neg': 0.05087104, 'roberta_neu': 0.4758246, 'roberta_pos': 0.4733044}",1
7384,Niki Nihachu,nikki39s content mix wholesome anxiety love,6,43,"{'roberta_neg': 0.0040979055, 'roberta_neu': 0.13819297, 'roberta_pos': 0.8577091}",2
7385,Niki Nihachu,teamwork team work woooooo,4,26,"{'roberta_neg': 0.0043556867, 'roberta_neu': 0.125214, 'roberta_pos': 0.8704303}",2
7386,Niki Nihachu,shes wholesome dosen39t even dislikes needed,6,44,"{'roberta_neg': 0.061031647, 'roberta_neu': 0.34166333, 'roberta_pos': 0.59730506}",2
7387,Niki Nihachu,basically it39s minx niki screaming laughing 30 minutes,8,55,"{'roberta_neg': 0.102098785, 'roberta_neu': 0.75660217, 'roberta_pos': 0.14129905}",1
7388,Niki Nihachu,chaotic kind,2,12,"{'roberta_neg': 0.25107837, 'roberta_neu': 0.632364, 'roberta_pos': 0.116557576}",1
7389,Niki Nihachu,barely hear family talking around turn volume minx blow ear drops,11,65,"{'roberta_neg': 0.529254, 'roberta_neu': 0.4468977, 'roberta_pos': 0.023848312}",0
7391,Niki Nihachu,it39d great played wilbur techno phil,6,37,"{'roberta_neg': 0.0024345194, 'roberta_neu': 0.039519537, 'roberta_pos': 0.9580459}",2
7393,Niki Nihachu,honestly obama skin adds minx39s chaotic energy love sm,9,55,"{'roberta_neg': 0.005462766, 'roberta_neu': 0.19480403, 'roberta_pos': 0.7997332}",2
7394,Niki Nihachu,niki lucky barak obama guard skeletons that39s blessing,8,55,"{'roberta_neg': 0.0044566323, 'roberta_neu': 0.12256916, 'roberta_pos': 0.87297416}",2
7396,Niki Nihachu,quotcrying obsidian okquot hart couldn39t take,6,46,"{'roberta_neg': 0.69419444, 'roberta_neu': 0.28722882, 'roberta_pos': 0.018576674}",0
7397,Niki Nihachu,nikki best luck finding diamonds spend hours fine little none diamonds,11,70,"{'roberta_neg': 0.01063515, 'roberta_neu': 0.27421007, 'roberta_pos': 0.71515477}",2
7398,Niki Nihachu,i39m waiting techno join thank niki saying quottechno friendquot,9,64,"{'roberta_neg': 0.021517469, 'roberta_neu': 0.7970395, 'roberta_pos': 0.18144304}",1
7400,Niki Nihachu,chaotic neutral lawful good unite beat hardcore,7,47,"{'roberta_neg': 0.012566609, 'roberta_neu': 0.5955235, 'roberta_pos': 0.3919099}",1
7403,Niki Nihachu,nikis gonna show dragon who’s best,6,34,"{'roberta_neg': 0.021780498, 'roberta_neu': 0.6774133, 'roberta_pos': 0.30080625}",1
7404,Niki Nihachu,love minx calm niki cute boom jschlatt,7,38,"{'roberta_neg': 0.0029103537, 'roberta_neu': 0.064983755, 'roberta_pos': 0.9321059}",2
7405,Niki Nihachu,beauty beauty one flame throwing banshee,6,40,"{'roberta_neg': 0.058537863, 'roberta_neu': 0.5501227, 'roberta_pos': 0.39133945}",1
7407,Niki Nihachu,like said crying obsidian brquot crying °°quotbrmy heart,8,56,"{'roberta_neg': 0.5448947, 'roberta_neu': 0.4181978, 'roberta_pos': 0.03690749}",0
7410,Niki Nihachu,invite wilbur tommy increase chaos tenfold techno want use steering wheel beat enter dragon,14,91,"{'roberta_neg': 0.2519029, 'roberta_neu': 0.6674682, 'roberta_pos': 0.080628864}",1
7414,Niki Nihachu,minx nihachu playing hardcore minecraft together couldn39t asked better series,10,78,"{'roberta_neg': 0.016772835, 'roberta_neu': 0.2523783, 'roberta_pos': 0.7308488}",2
7416,Niki Nihachu,got wisdom teeth removed days ago it39s bit painful i39m managing started watching got happy warm feeling joy contagious it39s making recovery better thank,24,155,"{'roberta_neg': 0.031995464, 'roberta_neu': 0.1580542, 'roberta_pos': 0.80995035}",2
7417,Niki Nihachu,wholesome tho looking piglins happy gold pet together cute,9,58,"{'roberta_neg': 0.0022454115, 'roberta_neu': 0.042042393, 'roberta_pos': 0.9557122}",2
7419,Niki Nihachu,im sad rewatch video repeat suddenly problems gone minx niki literally,11,70,"{'roberta_neg': 0.8916802, 'roberta_neu': 0.101962835, 'roberta_pos': 0.006357011}",0
7420,Niki Nihachu,39 dislikes jschlatts alt accounts cause he39s jealous nikki,9,60,"{'roberta_neg': 0.8660582, 'roberta_neu': 0.1279237, 'roberta_pos': 0.006018197}",0
7421,Niki Nihachu,yo jojo beatsolos girl epic impostor 0,7,38,"{'roberta_neg': 0.1180938, 'roberta_neu': 0.8176469, 'roberta_pos': 0.06425924}",1
7422,Niki Nihachu,appreciate niki apologized microphone bumped,5,44,"{'roberta_neg': 0.009974624, 'roberta_neu': 0.19932094, 'roberta_pos': 0.7907044}",2
7423,Niki Nihachu,niki ooooo birthday girl lets gobralso niki serious tone ok kill first,12,70,"{'roberta_neg': 0.1094716, 'roberta_neu': 0.71642023, 'roberta_pos': 0.17410816}",1
7424,Niki Nihachu,people wishing niki happy birthday realising wasnt birthday,8,59,"{'roberta_neg': 0.07576664, 'roberta_neu': 0.5632803, 'roberta_pos': 0.3609531}",1
7425,Niki Nihachu,like harvey didn’t see jump vent lol 😏🙂🙃,8,40,"{'roberta_neg': 0.032772627, 'roberta_neu': 0.48286757, 'roberta_pos': 0.4843598}",2
7428,Niki Nihachu,giggles everything,2,18,"{'roberta_neg': 0.257023, 'roberta_neu': 0.5815221, 'roberta_pos': 0.1614548}",1
7430,Niki Nihachu,lily’s comfi beats playing background made happy,7,48,"{'roberta_neg': 0.0015534153, 'roberta_neu': 0.04069845, 'roberta_pos': 0.9577482}",2
7432,Niki Nihachu,never thought i39d hear nihachu say quotwho killquot,8,52,"{'roberta_neg': 0.5192497, 'roberta_neu': 0.44701642, 'roberta_pos': 0.03373392}",0
7433,Niki Nihachu,wait niki gave permission pretty seriously wanna know gorgeous,9,62,"{'roberta_neg': 0.07243091, 'roberta_neu': 0.6790936, 'roberta_pos': 0.2484755}",1
7434,Niki Nihachu,you39re amazing nihachu never give up💕💕,6,39,"{'roberta_neg': 0.0024281573, 'roberta_neu': 0.015703134, 'roberta_pos': 0.9818687}",2
7436,Niki Nihachu,niki betraying katie painful watchbri full heartedly trusted katie,9,66,"{'roberta_neg': 0.18760386, 'roberta_neu': 0.73172575, 'roberta_pos': 0.08067038}",1
7437,Niki Nihachu,great video niki keep good work,6,31,"{'roberta_neg': 0.002551537, 'roberta_neu': 0.02830495, 'roberta_pos': 0.96914357}",2
7439,Niki Nihachu,way said harvey adorable,4,24,"{'roberta_neg': 0.014297993, 'roberta_neu': 0.18481255, 'roberta_pos': 0.8008895}",2
7441,Niki Nihachu,i’m new channel make gaming feel like whole ‘nother feeling guess lol 😂,13,71,"{'roberta_neg': 0.01642149, 'roberta_neu': 0.27245203, 'roberta_pos': 0.7111265}",2
7442,Niki Nihachu,love content appreciate existence💜💜💜💜,4,37,"{'roberta_neg': 0.0018468914, 'roberta_neu': 0.0169063, 'roberta_pos': 0.98124677}",2
7443,Niki Nihachu,4 people disliked hope ok,5,25,"{'roberta_neg': 0.46362615, 'roberta_neu': 0.49058896, 'roberta_pos': 0.04578484}",1
7444,Niki Nihachu,thanks good work nikki,4,22,"{'roberta_neg': 0.0034513648, 'roberta_neu': 0.07799231, 'roberta_pos': 0.91855633}",2
7445,Niki Nihachu,niki eating cereal plate mood,5,29,"{'roberta_neg': 0.08164475, 'roberta_neu': 0.8283728, 'roberta_pos': 0.089982405}",1
7446,Niki Nihachu,happy birthday niki hope great day love vid 💖 keep good work ☺️👍🏼,13,65,"{'roberta_neg': 0.0013151, 'roberta_neu': 0.0062040524, 'roberta_pos': 0.9924809}",2
7447,Niki Nihachu,love nikis friends funny,4,24,"{'roberta_neg': 0.0031887346, 'roberta_neu': 0.04378083, 'roberta_pos': 0.9530304}",2
7448,Niki Nihachu,yesssss love among us also happy birthday jojo,8,46,"{'roberta_neg': 0.0010530138, 'roberta_neu': 0.007878831, 'roberta_pos': 0.9910682}",2
7449,Niki Nihachu,happy birthday u parabéns para você,6,35,"{'roberta_neg': 0.0023927516, 'roberta_neu': 0.078063555, 'roberta_pos': 0.9195437}",2
7450,Niki Nihachu,niki among us im feeling blessed today,7,38,"{'roberta_neg': 0.0011245243, 'roberta_neu': 0.017453311, 'roberta_pos': 0.9814222}",2
7452,Niki Nihachu,last game puffin didn39t common task went straight gave away good vid btw,13,73,"{'roberta_neg': 0.3754474, 'roberta_neu': 0.47766656, 'roberta_pos': 0.14688602}",1
7453,Niki Nihachu,happy birthday jojo lt3,4,23,"{'roberta_neg': 0.0010918493, 'roberta_neu': 0.017662356, 'roberta_pos': 0.98124576}",2
7454,Niki Nihachu,happy birthday girlie ❤️❤️,4,26,"{'roberta_neg': 0.0017015559, 'roberta_neu': 0.009060947, 'roberta_pos': 0.9892374}",2
7455,Niki Nihachu,hi nikki love much think videos amazing also tell jojo wish happy birthday,13,74,"{'roberta_neg': 0.001280243, 'roberta_neu': 0.013317545, 'roberta_pos': 0.9854022}",2
7456,Niki Nihachu,nice,1,4,"{'roberta_neg': 0.0526101, 'roberta_neu': 0.3086702, 'roberta_pos': 0.63871974}",2
7457,Niki Nihachu,happy birthday queen hope good day❤️👑,6,37,"{'roberta_neg': 0.0014239111, 'roberta_neu': 0.0074305474, 'roberta_pos': 0.99114555}",2
7458,Niki Nihachu,nobody notice niki faked keys first round,7,41,"{'roberta_neg': 0.40325168, 'roberta_neu': 0.5723734, 'roberta_pos': 0.024374949}",1
7459,Niki Nihachu,love wholesome,2,14,"{'roberta_neg': 0.006855072, 'roberta_neu': 0.09355063, 'roberta_pos': 0.8995943}",2
7460,Niki Nihachu,happy birthday jojo,3,19,"{'roberta_neg': 0.0015740936, 'roberta_neu': 0.018346166, 'roberta_pos': 0.9800797}",2
7461,Niki Nihachu,it39s birthday today nice surprise lt3,6,38,"{'roberta_neg': 0.0010778216, 'roberta_neu': 0.01763334, 'roberta_pos': 0.9812888}",2
7462,Niki Nihachu,lmao server matching hats party hats best server ive ever,10,57,"{'roberta_neg': 0.0017505033, 'roberta_neu': 0.033167478, 'roberta_pos': 0.96508205}",2
7464,Niki Nihachu,birthday birthday birthday well kinda awkw mean awesome,8,55,"{'roberta_neg': 0.0022311148, 'roberta_neu': 0.03573677, 'roberta_pos': 0.9620321}",2
7465,Niki Nihachu,woah wasn’t expecting upload today,5,34,"{'roberta_neg': 0.5479854, 'roberta_neu': 0.4025462, 'roberta_pos': 0.049468454}",0
7466,Niki Nihachu,happy birthday,2,14,"{'roberta_neg': 0.0025818653, 'roberta_neu': 0.019082483, 'roberta_pos': 0.9783357}",2
7467,Niki Nihachu,happy birthday jojo 💕,4,21,"{'roberta_neg': 0.0017947345, 'roberta_neu': 0.015395693, 'roberta_pos': 0.9828096}",2
7468,Niki Nihachu,happy birthday jojo,3,19,"{'roberta_neg': 0.0015740936, 'roberta_neu': 0.018346166, 'roberta_pos': 0.9800797}",2
7469,Niki Nihachu,happy birthday jojo lt33,4,24,"{'roberta_neg': 0.0010533603, 'roberta_neu': 0.01977048, 'roberta_pos': 0.97917616}",2
7470,Niki Nihachu,bet 4 people disliked minx,5,26,"{'roberta_neg': 0.6754315, 'roberta_neu': 0.31440508, 'roberta_pos': 0.010163447}",0
7471,Niki Nihachu,congrats 1 mill niki 🥳,5,22,"{'roberta_neg': 0.0017474077, 'roberta_neu': 0.037309363, 'roberta_pos': 0.9609433}",2
7472,Niki Nihachu,niki rest red rabbits absolutely killing survival games favorite part mcc hands,12,79,"{'roberta_neg': 0.20052092, 'roberta_neu': 0.45590994, 'roberta_pos': 0.3435691}",1
7473,Niki Nihachu,talk well niki even setup breaking lt33,7,39,"{'roberta_neg': 0.2936743, 'roberta_neu': 0.6414585, 'roberta_pos': 0.06486717}",1
7475,Niki Nihachu,red rabbits fun team watch supportive eachother hype whole time first mcc fun lt3,14,81,"{'roberta_neg': 0.0018804381, 'roberta_neu': 0.046120897, 'roberta_pos': 0.9519987}",2
7476,Niki Nihachu,jokes aside agree tommy actually competent leader,7,49,"{'roberta_neg': 0.016018957, 'roberta_neu': 0.33917922, 'roberta_pos': 0.6448018}",2
7477,Niki Nihachu,4 people iconic,3,15,"{'roberta_neg': 0.023770625, 'roberta_neu': 0.4547463, 'roberta_pos': 0.52148306}",2
7478,Niki Nihachu,honestly still think winner’s pov loved guys,7,44,"{'roberta_neg': 0.026992807, 'roberta_neu': 0.5122716, 'roberta_pos': 0.46073562}",1
7479,Niki Nihachu,nikis british accent getting stronger honestly i’m 😩,8,52,"{'roberta_neg': 0.0576362, 'roberta_neu': 0.32557386, 'roberta_pos': 0.61678994}",2
7480,Niki Nihachu,didn’t watch mcc know killed girl 🤩✌️ congrats winners always,10,61,"{'roberta_neg': 0.0059542325, 'roberta_neu': 0.061339088, 'roberta_pos': 0.93270665}",2
7481,Niki Nihachu,routing hard red rabbits bi literally wanted skep cliff endb,10,60,"{'roberta_neg': 0.20802167, 'roberta_neu': 0.7491611, 'roberta_pos': 0.04281724}",1
7482,Niki Nihachu,love team help niki improving mcc,6,33,"{'roberta_neg': 0.00348542, 'roberta_neu': 0.16592044, 'roberta_pos': 0.8305941}",2
7485,Niki Nihachu,niki great mcc fun watch,5,24,"{'roberta_neg': 0.0038169627, 'roberta_neu': 0.04181401, 'roberta_pos': 0.95436907}",2
7486,Niki Nihachu,golden team mixed calmness chaos i’m looks like loads fun i’m super proud everyone 💕,15,84,"{'roberta_neg': 0.001690279, 'roberta_neu': 0.009898493, 'roberta_pos': 0.9884113}",2
7487,Niki Nihachu,love tommy kept saying “keep going niki great” ❤️❤️bredit wtf didnt think people would actually read comments,17,109,"{'roberta_neg': 0.015725913, 'roberta_neu': 0.07031824, 'roberta_pos': 0.9139558}",2
7488,Niki Nihachu,team definition chaos i39m absolutely living,6,44,"{'roberta_neg': 0.058901545, 'roberta_neu': 0.26391324, 'roberta_pos': 0.6771852}",2
7490,Niki Nihachu,fun pov watch love red rabbits,6,30,"{'roberta_neg': 0.005581634, 'roberta_neu': 0.16314341, 'roberta_pos': 0.8312749}",2
7491,Niki Nihachu,although mcc 14 someee problems maybe ur wasn’t entirely fair absolutely loved stream red rabbits pov amazing,17,109,"{'roberta_neg': 0.057187397, 'roberta_neu': 0.15659271, 'roberta_pos': 0.7862199}",2
7494,Niki Nihachu,red rabbits favorite team watch supportive optimistic even though didn’t win much fun watch looked like lot fun,18,111,"{'roberta_neg': 0.0079243835, 'roberta_neu': 0.04381024, 'roberta_pos': 0.94826543}",2
7495,Niki Nihachu,yall good,2,9,"{'roberta_neg': 0.054388724, 'roberta_neu': 0.34227252, 'roberta_pos': 0.6033388}",2
7496,Niki Nihachu,mcc definitely best one yet red rabbits sooo supportive lt3,10,59,"{'roberta_neg': 0.0011220585, 'roberta_neu': 0.0144314645, 'roberta_pos': 0.98444647}",2
7497,Niki Nihachu,tommy supportive entire stream i’m crying also weren’t bugs red rabbits would totally,13,85,"{'roberta_neg': 0.06480438, 'roberta_neu': 0.34309158, 'roberta_pos': 0.592104}",2
7499,Niki Nihachu,solid team gg guys,4,18,"{'roberta_neg': 0.005262959, 'roberta_neu': 0.26741734, 'roberta_pos': 0.7273197}",2
7500,Niki Nihachu,felt bad one getting stressed,5,29,"{'roberta_neg': 0.84409994, 'roberta_neu': 0.14622924, 'roberta_pos': 0.009670872}",0
7501,Niki Nihachu,team makes happy love they’re supportive happy play,8,51,"{'roberta_neg': 0.0017730674, 'roberta_neu': 0.034726862, 'roberta_pos': 0.9635}",2
7502,Niki Nihachu,watching stream beginning niki39s face cam broke really stressed yet still played well stayed positive absolute legend 💓🐰,18,121,"{'roberta_neg': 0.004892006, 'roberta_neu': 0.051859464, 'roberta_pos': 0.9432485}",2
7504,Niki Nihachu,great job niki i39m proud yoult3 mates well toolt3,9,50,"{'roberta_neg': 0.001824061, 'roberta_neu': 0.013267908, 'roberta_pos': 0.984908}",2
7505,Niki Nihachu,yay happy live mcc skin amazing 🤩,7,33,"{'roberta_neg': 0.0015043598, 'roberta_neu': 0.009814225, 'roberta_pos': 0.98868144}",2
7507,Niki Nihachu,lmao love sound effect ace race accurate,7,40,"{'roberta_neg': 0.0056081587, 'roberta_neu': 0.061586946, 'roberta_pos': 0.9328049}",2
7508,Niki Nihachu,4 iconic humans britisher accents playing mcc seems legit,9,57,"{'roberta_neg': 0.0068499744, 'roberta_neu': 0.27933863, 'roberta_pos': 0.71381134}",2
7509,Niki Nihachu,tommy supportive nice wholesome,4,31,"{'roberta_neg': 0.002790841, 'roberta_neu': 0.0512636, 'roberta_pos': 0.9459455}",2
7510,Niki Nihachu,winners pov got robbed ace race,6,31,"{'roberta_neg': 0.69600767, 'roberta_neu': 0.28033283, 'roberta_pos': 0.023659462}",0
7511,Niki Nihachu,teamwork team amazing,3,21,"{'roberta_neg': 0.0036161025, 'roberta_neu': 0.036776368, 'roberta_pos': 0.95960754}",2
7512,Niki Nihachu,one funnest mcc’s watch guy’s team great dynamic loved teamwork,10,63,"{'roberta_neg': 0.0019997635, 'roberta_neu': 0.02167231, 'roberta_pos': 0.97632796}",2
7513,Niki Nihachu,close goodbrthe best pov mcc excited lt3,7,40,"{'roberta_neg': 0.0013254024, 'roberta_neu': 0.022628784, 'roberta_pos': 0.9760458}",2
7515,Niki Nihachu,four iconic team can39t,4,23,"{'roberta_neg': 0.315439, 'roberta_neu': 0.50407666, 'roberta_pos': 0.18048438}",1
7517,Niki Nihachu,lets go bread editing 👏👏,5,24,"{'roberta_neg': 0.01043315, 'roberta_neu': 0.35034162, 'roberta_pos': 0.63922524}",2
7518,Niki Nihachu,whole red rabbits team team dynamic amazing tommy’s 6 kills sky battle niki’s survival games round tubbo’s ace battle box good,21,126,"{'roberta_neg': 0.00249226, 'roberta_neu': 0.058161322, 'roberta_pos': 0.93934643}",2
7520,Niki Nihachu,appreciate much niki improved mcc shes awesome,7,46,"{'roberta_neg': 0.0018150251, 'roberta_neu': 0.011902992, 'roberta_pos': 0.98628193}",2
7521,Niki Nihachu,love niki39s community generally considered chill welcoming pet murderers,9,73,"{'roberta_neg': 0.11334086, 'roberta_neu': 0.40523335, 'roberta_pos': 0.4814257}",2
7522,Niki Nihachu,love tommy makes fun niki39s brother eating wood find like two minutes later eat literally anything remotes pens name,19,117,"{'roberta_neg': 0.028026061, 'roberta_neu': 0.33108604, 'roberta_pos': 0.64088786}",2
